3096.87, 0.01
3685.96, 0.01
3769.9, 0.01
4040, 0.01
4160, 0.01
4415, 0.01
9460.30, 0.01
10023.26, 0.01
10355.2, 0.01
10580.0, 0.01
10865, 0.01
11019, 0.01
